HUGO Symbol	Type	Chromosome	Significance	Freq	% Markers Altered
KL	Del	13	8.0366e-016	0.34157	1
KLF12	Del	13	8.0366e-016	0.38202	1
KLF5	Del	13	8.0366e-016	0.39551	1
KLHL1	Del	13	8.0366e-016	0.39551	1
KPNA3	Del	13	8.0366e-016	0.41348	1
FAM155A	Del	13	8.0366e-016	0.28539	1
LAMP1	Del	13	8.0366e-016	0.30112	1
LATS2	Del	13	8.0366e-016	0.29888	1
LCP1	Del	13	8.0366e-016	0.39775	1
LECT1	Del	13	8.0366e-016	0.42022	1
LHFP	Del	13	8.0366e-016	0.37528	1
LIG4	Del	13	8.0366e-016	0.28764	1
LMO7	Del	13	8.0366e-016	0.37079	1
LNX2	Del	13	8.0366e-016	0.3191	1
HNRNPA1L2	Del	13	8.0366e-016	0.42247	1
METTL21C	Del	13	8.0366e-016	0.30112	1
LRCH1	Del	13	8.0366e-016	0.4	1
MBNL2	Del	13	8.0366e-016	0.31236	1
MCF2L	Del	13	8.0366e-016	0.30337	1
MED4	Del	13	8.0366e-016	0.40674	1
POLR1D	Del	13	8.0366e-016	0.3191	1
MIPEP	Del	13	8.0366e-016	0.3236	1
MLNR	Del	13	8.0366e-016	0.41348	1
MRP63	Del	13	8.0366e-016	0.30112	1
MRPS31	Del	13	8.0366e-016	0.37528	1
MTIF3	Del	13	8.0366e-016	0.32135	1
MTMR6	Del	13	8.0366e-016	0.3236	1
MTRF1	Del	13	8.0366e-016	0.37753	1
MYCBP2	Del	13	8.0366e-016	0.36854	1
MYO16	Del	13	8.0366e-016	0.28989	1
NAA16	Del	13	8.0366e-016	0.37753	1
NBEA	Del	13	8.0366e-016	0.34382	1
NDFIP2	Del	13	8.0366e-016	0.37079	1
NEK3	Del	13	8.0366e-016	0.42022	1
NEK5	Del	13	8.0366e-016	0.42247	1
NUDT15	Del	13	8.0366e-016	0.40899	1
NUFIP1	Del	13	8.0366e-016	0.38427	1
NUPL1	Del	13	8.0366e-016	0.3236	1
OLFM4	Del	13	8.0366e-016	0.42022	1
OXGR1	Del	13	8.0366e-016	0.31461	1
PAN3	Del	13	8.0366e-016	0.3236	1
PARP4	Del	13	8.0366e-016	0.31685	1
PCCA	Del	13	8.0366e-016	0.29663	1
PCDH17	Del	13	8.0366e-016	0.40225	1
PCDH20	Del	13	8.0366e-016	0.39775	1
PCDH8	Del	13	8.0366e-016	0.42022	1
PCDH9	Del	13	8.0366e-016	0.39551	1
PCID2	Del	13	8.0366e-016	0.30112	1
N4BP2L2	Del	13	8.0366e-016	0.33034	1
PHF11	Del	13	8.0366e-016	0.41573	1
UBAC2	Del	13	8.0366e-016	0.30562	1
ENOX1	Del	13	8.0366e-016	0.38652	1
POSTN	Del	13	8.0366e-016	0.36629	1
POU4F1	Del	13	8.0366e-016	0.36854	1
PROZ	Del	13	8.0366e-016	0.30112	1
PSPC1	Del	13	8.0366e-016	0.29888	1
RAB20	Del	13	8.0366e-016	0.30562	1
IPO5	Del	13	8.0366e-016	0.31236	1
RAP2A	Del	13	8.0366e-016	0.31236	1
RASA3	Del	13	8.0366e-016	0.30787	1
RASL11A	Del	13	8.0366e-016	0.32584	1
RB1	Del	13	8.0366e-016	0.40899	1
RCBTB1	Del	13	8.0366e-016	0.41348	1
RCBTB2	Del	13	8.0366e-016	0.40899	1
RFC3	Del	13	8.0366e-016	0.34157	1
TRIM13	Del	13	8.0366e-016	0.42022	1
RFXAP	Del	13	8.0366e-016	0.3618	1
C13orf15	Del	13	8.0366e-016	0.37753	1
RNF17	Del	13	8.0366e-016	0.32135	1
RNF6	Del	13	8.0366e-016	0.32584	1
RPL21	Del	13	8.0366e-016	0.32584	1
RXFP2	Del	13	8.0366e-016	0.32809	1
SACS	Del	13	8.0366e-016	0.32135	1
SAP18	Del	13	8.0366e-016	0.30112	1
SCEL	Del	13	8.0366e-016	0.36854	1
SETDB2	Del	13	8.0366e-016	0.41573	1
SGCG	Del	13	8.0366e-016	0.32135	1
SLC10A2	Del	13	8.0366e-016	0.30112	1
SLC15A1	Del	13	8.0366e-016	0.30562	1
SLC25A15	Del	13	8.0366e-016	0.37303	1
SLC25A30	Del	13	8.0366e-016	0.38652	1
SLC7A1	Del	13	8.0366e-016	0.32809	1
SLITRK1	Del	13	8.0366e-016	0.36629	1
SLITRK5	Del	13	8.0366e-016	0.35506	1
SLITRK6	Del	13	8.0366e-016	0.35506	1
SMAD9	Del	13	8.0366e-016	0.3618	1
SOHLH2	Del	13	8.0366e-016	0.35955	1
SOX1	Del	13	8.0366e-016	0.30337	1
SOX21	Del	13	8.0366e-016	0.32809	1
SPATA13	Del	13	8.0366e-016	0.32135	1
SPERT	Del	13	8.0366e-016	0.39326	1
SPG20	Del	13	8.0366e-016	0.3618	1
SPRY2	Del	13	8.0366e-016	0.36854	1
STARD13	Del	13	8.0366e-016	0.34157	1
STK24	Del	13	8.0366e-016	0.30562	1
STOML3	Del	13	8.0366e-016	0.37528	1
SUCLA2	Del	13	8.0366e-016	0.40674	1
SUGT1	Del	13	8.0366e-016	0.41798	1
TBC1D4	Del	13	8.0366e-016	0.37079	1
TDRD3	Del	13	8.0366e-016	0.39775	1
TFDP1	Del	13	8.0366e-016	0.30112	1
TGDS	Del	13	8.0366e-016	0.33034	1
THSD1	Del	13	8.0366e-016	0.42022	1
TM9SF2	Del	13	8.0366e-016	0.30337	1
TMCO3	Del	13	8.0366e-016	0.30337	1
SHISA2	Del	13	8.0366e-016	0.32584	1
TMTC4	Del	13	8.0366e-016	0.29888	1
TNFRSF19	Del	13	8.0366e-016	0.3236	1
TNFSF11	Del	13	8.0366e-016	0.37978	1
TNFSF13B	Del	13	8.0366e-016	0.28989	1
TPP2	Del	13	8.0366e-016	0.30112	1
TPT1	Del	13	8.0366e-016	0.38652	1
TPTE2	Del	13	8.0366e-016	0.30337	1
TRPC4	Del	13	8.0366e-016	0.36629	1
TSC22D1	Del	13	8.0366e-016	0.37978	1
TUBA3C	Del	13	8.0366e-016	0.30337	1
TUBGCP3	Del	13	8.0366e-016	0.30337	1
UBL3	Del	13	8.0366e-016	0.32809	1
UCHL3	Del	13	8.0366e-016	0.37079	1
UFM1	Del	13	8.0366e-016	0.37079	1
UGGT2	Del	13	8.0366e-016	0.3236	1
UPF3A	Del	13	8.0366e-016	0.31461	1
USP12	Del	13	8.0366e-016	0.32584	1
USPL1	Del	13	8.0366e-016	0.33483	1
UTP14C	Del	13	8.0366e-016	0.42472	1
NALCN	Del	13	8.0366e-016	0.30562	1
VPS36	Del	13	8.0366e-016	0.42022	1
WASF3	Del	13	8.0366e-016	0.32584	1
WBP4	Del	13	8.0366e-016	0.37978	1
WDFY2	Del	13	8.0366e-016	0.41573	1
XPO4	Del	13	8.0366e-016	0.29888	1
ZC3H13	Del	13	8.0366e-016	0.39326	1
ZDHHC20	Del	13	8.0366e-016	0.30112	1
ZIC2	Del	13	8.0366e-016	0.30112	1
ZIC5	Del	13	8.0366e-016	0.30112	1
ZMYM5	Del	13	8.0366e-016	0.29888	1
ZMYM2	Del	13	8.0366e-016	0.29663	1
AP4S1	Del	14	1.5548e-015	0.26966	1
MEG3	Del	14	8.0366e-016	0.28315	1
KIAA1143	Del	14	8.0366e-016	0.27416	1
KIF26A	Del	14	8.0366e-016	0.2764	1
HHIPL1	Del	14	8.0366e-016	0.2809	1
STON2	Del	14	8.0366e-016	0.2764	1
ABCD4	Del	14	8.0366e-016	0.29888	1
ABHD4	Del	14	5.9575e-015	0.26517	1
ACIN1	Del	14	8.0366e-016	0.26966	1
ACOT2	Del	14	8.0366e-016	0.29438	1
ACOT4	Del	14	8.0366e-016	0.29888	1
ACOT6	Del	14	8.0366e-016	0.29888	1
ACTN1	Del	14	8.0366e-016	0.28315	1
ACTR10	Del	14	3.0286e-015	0.26742	1
ACYP1	Del	14	8.0366e-016	0.29663	1
ADAM20	Del	14	8.0366e-016	0.29213	1
ADAM21	Del	14	8.0366e-016	0.29213	1
ADCK1	Del	14	8.0366e-016	0.28315	1
ADCY4	Del	14	3.0286e-015	0.26742	1
ADSSL1	Del	14	8.0366e-016	0.27416	1
CDKL1	Del	14	7.8299e-014	0.25843	1
AHSA1	Del	14	8.0366e-016	0.28315	1
EXOC3L4	Del	14	5.9575e-015	0.26517	1
PPP1R3E	Del	14	1.5548e-015	0.26966	1
YLPM1	Del	14	8.0366e-016	0.29888	1
ZNF839	Del	14	5.9575e-015	0.26517	1
C14orf159	Del	14	3.0286e-015	0.26742	1
PLEKHD1	Del	14	8.0366e-016	0.28539	1
LRRC9	Del	14	8.0366e-016	0.27416	1
AK7	Del	14	8.0366e-016	0.27416	1
AKAP5	Del	14	8.0366e-016	0.2809	1
AKAP6	Del	14	8.0366e-016	0.27865	1
AKT1	Del	14	5.9575e-015	0.26517	1
ALDH6A1	Del	14	8.0366e-016	0.29888	1
ALKBH1	Del	14	8.0366e-016	0.2809	1
AMN	Del	14	5.9575e-015	0.26517	1
ANGEL1	Del	14	8.0366e-016	0.28539	1
ANKRD9	Del	14	3.0286e-015	0.26742	1
AP1G2	Del	14	8.0366e-016	0.27191	1
AP4S1	Del	14	3.0286e-015	0.26742	1
APEX1	Del	14	8.0366e-016	0.27191	1
ARG2	Del	14	8.0366e-016	0.28539	1
ARHGAP5	Del	14	8.0366e-016	0.27191	1
ARID4A	Del	14	1.331e-014	0.26292	1
ASB2	Del	14	8.0366e-016	0.27416	1
ATP5S	Del	14	7.8299e-014	0.25843	1
ATP6V1D	Del	14	8.0366e-016	0.28539	1
ATXN3	Del	14	1.5548e-015	0.26966	1
SFTA3	Del	14	8.0366e-016	0.27865	1
BAG5	Del	14	8.0366e-016	0.27191	1
BATF	Del	14	8.0366e-016	0.29213	1
BAZ1A	Del	14	3.0286e-015	0.26742	1
C14orf64	Del	14	8.0366e-016	0.2809	1
BCL11B	Del	14	8.0366e-016	0.28539	1
BCL2L2	Del	14	1.5548e-015	0.26966	1
BDKRB1	Del	14	8.0366e-016	0.27416	1
BDKRB2	Del	14	8.0366e-016	0.27191	1
BMP4	Del	14	3.0286e-015	0.26742	1
BRF1	Del	14	1.5548e-015	0.26966	1
BRMS1L	Del	14	8.0366e-016	0.27416	1
KLHL28	Del	14	3.212e-014	0.26067	1
BTBD7	Del	14	8.0366e-016	0.27416	1
SERPINA11	Del	14	8.0366e-016	0.2764	1
GPR137C	Del	14	3.212e-014	0.26067	1
C14orf1	Del	14	8.0366e-016	0.29438	1
PPP2R3C	Del	14	5.9575e-015	0.26517	1
JKAMP	Del	14	8.0366e-016	0.27191	1
C14orf101	Del	14	8.0366e-016	0.27416	1
C14orf102	Del	14	3.0286e-015	0.26742	1
ATG2B	Del	14	8.0366e-016	0.27416	1
C14orf104	Del	14	2.6047e-012	0.25169	1
C14orf105	Del	14	8.0366e-016	0.27191	1
MIS18BP1	Del	14	1.1075e-012	0.25393	1
MUDENG	Del	14	8.0366e-016	0.27416	1
EAPP	Del	14	8.0366e-016	0.27191	1
FCF1	Del	14	8.0366e-016	0.29663	1
COX16	Del	14	8.0366e-016	0.29438	1
VRTN	Del	14	8.0366e-016	0.29663	1
C14orf118	Del	14	8.0366e-016	0.28764	1
C14orf119	Del	14	8.0366e-016	0.27191	1
LRRC16B	Del	14	8.0366e-016	0.27191	1
FAM158A	Del	14	8.0366e-016	0.27416	1
SDR39U1	Del	14	3.0286e-015	0.26742	1
C14orf126	Del	14	3.0286e-015	0.26742	1
C14orf129	Del	14	8.0366e-016	0.27416	1
UBR7	Del	14	8.0366e-016	0.27416	1
ZNF839	Del	14	3.0286e-015	0.26742	1
C14orf132	Del	14	8.0366e-016	0.27416	1
VIPAR	Del	14	8.0366e-016	0.28315	1
C14orf135	Del	14	8.0366e-016	0.2764	1
METTL21D	Del	14	1.1075e-012	0.25393	1
C14orf139	Del	14	8.0366e-016	0.27865	1
FAM164C	Del	14	8.0366e-016	0.29438	1
C14orf142	Del	14	8.0366e-016	0.27416	1
EFCAB11	Del	14	3.0286e-015	0.26742	1
CEP128	Del	14	8.0366e-016	0.27865	1
C14orf147	Del	14	8.0366e-016	0.27191	1
C14orf148	Del	14	8.0366e-016	0.28315	1
C14orf149	Del	14	8.0366e-016	0.27191	1
WDR89	Del	14	8.0366e-016	0.2809	1
INF2	Del	14	8.0366e-016	0.27416	1
FAM181A	Del	14	8.0366e-016	0.27191	1
C14orf153	Del	14	8.0366e-016	0.27191	1
FSCB	Del	14	8.0366e-016	0.27191	1
C14orf156	Del	14	8.0366e-016	0.2809	1
C14orf159	Del	14	1.5548e-015	0.26966	1
CATSPERB	Del	14	8.0366e-016	0.27191	1
C14orf162	Del	14	8.0366e-016	0.29213	1
C14orf165	Del	14	8.0366e-016	0.27191	1
C14orf166	Del	14	7.8299e-014	0.25843	1
C14orf166B	Del	14	8.0366e-016	0.28539	1
DNAL1	Del	14	8.0366e-016	0.29888	1
TRMT61A	Del	14	8.0366e-016	0.27191	1
INF2	Del	14	8.0366e-016	0.27416	1
SAMD15	Del	14	8.0366e-016	0.28315	1
C14orf2	Del	14	8.0366e-016	0.27191	1
C14orf21	Del	14	1.5548e-015	0.26966	1
FAM177A1	Del	14	5.9575e-015	0.26517	1
C14orf28	Del	14	3.0286e-015	0.26742	1
ABHD12B	Del	14	7.8299e-014	0.25843	1
MAPK1IP1L	Del	14	1.5548e-015	0.26966	1
C14orf37	Del	14	3.0286e-015	0.26742	1
C14orf39	Del	14	8.0366e-016	0.28315	1
IRF2BPL	Del	14	8.0366e-016	0.28539	1
C14orf43	Del	14	8.0366e-016	0.29888	1
FAM161B	Del	14	8.0366e-016	0.29888	1
C14orf45	Del	14	8.0366e-016	0.29888	1
LIN52	Del	14	8.0366e-016	0.29888	1
C14orf48	Del	14	8.0366e-016	0.27416	1
C14orf49	Del	14	8.0366e-016	0.27865	1
C14orf50	Del	14	8.0366e-016	0.2809	1
FAM71D	Del	14	8.0366e-016	0.28539	1
FLVCR2	Del	14	8.0366e-016	0.29438	1
SLC25A47	Del	14	8.0366e-016	0.2809	1
C14orf70	Del	14	8.0366e-016	0.28315	1
C14orf79	Del	14	1.5548e-015	0.26966	1
TPPP2	Del	14	1.5548e-015	0.26966	1
C14orf80	Del	14	1.5548e-015	0.26966	1
TOX4	Del	14	1.5548e-015	0.26966	1
C14orf93	Del	14	3.0286e-015	0.26742	1
HAUS4	Del	14	3.0286e-015	0.26742	1
CALM1	Del	14	3.0286e-015	0.26742	1
CCNB1IP1	Del	14	1.9161e-015	0.26742	1
CCNK	Del	14	8.0366e-016	0.28315	1
CDC42BPB	Del	14	5.9575e-015	0.26517	1
CDCA4	Del	14	1.5548e-015	0.26966	1
CDH24	Del	14	1.5548e-015	0.26742	1
CDKL1	Del	14	7.8299e-014	0.25843	1
CDKN3	Del	14	5.9575e-015	0.26517	1
CEBPE	Del	14	8.0366e-016	0.27191	1
CFL2	Del	14	1.5548e-015	0.26966	1
CGRRF1	Del	14	3.0286e-015	0.26742	1
CHD8	Del	14	1.5548e-015	0.26966	1
FOXN3	Del	14	5.9575e-015	0.26517	1
CHGA	Del	14	8.0366e-016	0.27416	1
CHMP4A	Del	14	8.0366e-016	0.27191	1
CHURC1	Del	14	8.0366e-016	0.28539	1
VSX2	Del	14	8.0366e-016	0.29888	1
CIDEB	Del	14	1.5548e-015	0.26966	1
CINP	Del	14	3.0286e-015	0.26742	1
CKB	Del	14	1.5548e-015	0.26966	1
CLEC14A	Del	14	8.0366e-016	0.28539	1
CLMN	Del	14	8.0366e-016	0.27865	1
CMA1	Del	14	5.9575e-015	0.26517	1
CMTM5	Del	14	1.5548e-015	0.26966	1
CNIH	Del	14	5.9575e-015	0.26517	1
COCH	Del	14	8.0366e-016	0.27191	1
COQ6	Del	14	8.0366e-016	0.29888	1
CPNE6	Del	14	1.5548e-015	0.26966	1
CPSF2	Del	14	3.0286e-015	0.26742	1
CRIP2	Del	14	1.5548e-015	0.26966	1
CTAGE5	Del	14	8.0366e-016	0.2809	1
CTSG	Del	14	5.9575e-015	0.26517	1
CYP46A1	Del	14	8.0366e-016	0.2809	1
TTC9	Del	14	8.0366e-016	0.29213	1
DAAM1	Del	14	8.0366e-016	0.27191	1
DACT1	Del	14	8.0366e-016	0.26966	1
DAD1	Del	14	5.9575e-015	0.26517	1
DDHD1	Del	14	1.331e-014	0.26292	1
DDX24	Del	14	8.0366e-016	0.27416	1
DEGS2	Del	14	8.0366e-016	0.2809	1
DHRS1	Del	14	1.1792e-015	0.26966	1
DHRS2	Del	14	8.0366e-016	0.27191	1
DHRS4	Del	14	8.0366e-016	0.28315	1
DHRS4L2	Del	14	8.0366e-016	0.2809	1
DHRS7	Del	14	8.0366e-016	0.2764	1
DICER1	Del	14	8.0366e-016	0.27865	1
DIO2	Del	14	8.0366e-016	0.2809	1
DIO3	Del	14	8.0366e-016	0.27865	1
DLGAP5	Del	14	3.0286e-015	0.26742	1
DLK1	Del	14	8.0366e-016	0.28315	1
DLST	Del	14	8.0366e-016	0.29888	1
DPF3	Del	14	8.0366e-016	0.29888	1
DYNC1H1	Del	14	8.0366e-016	0.27191	1
EFS	Del	14	1.5548e-015	0.26966	1
EGLN3	Del	14	8.0366e-016	0.27191	1
EIF2B2	Del	14	8.0366e-016	0.29663	1
EIF2S1	Del	14	8.0366e-016	0.28539	1
EIF5	Del	14	3.0286e-015	0.26742	1
EML1	Del	14	8.0366e-016	0.27865	1
EML5	Del	14	1.5548e-015	0.26966	1
ENTPD5	Del	14	8.0366e-016	0.29888	1
ERH	Del	14	8.0366e-016	0.28539	1
ERO1L	Del	14	3.212e-014	0.26067	1
ESR2	Del	14	8.0366e-016	0.2809	1
ESRRB	Del	14	8.0366e-016	0.28764	1
EVL	Del	14	8.0366e-016	0.27865	1
EXD2	Del	14	8.0366e-016	0.28315	1
EXOC5	Del	14	8.0366e-016	0.27416	1
EDDM3A	Del	14	8.0366e-016	0.27416	1
EDDM3B	Del	14	8.0366e-016	0.27416	1
IFI27L2	Del	14	8.0366e-016	0.27416	1
IFI27L1	Del	14	8.0366e-016	0.27416	1
FANCM	Del	14	1.1075e-012	0.25393	1
FBLN5	Del	14	8.0366e-016	0.27191	1
FBXO33	Del	14	8.0366e-016	0.28315	1
FBXO34	Del	14	3.0286e-015	0.26742	1
FKBP3	Del	14	3.212e-014	0.26067	1
ZC3H14	Del	14	1.5548e-015	0.26966	1
METTL17	Del	14	8.0366e-016	0.26966	1
C14orf177	Del	14	8.0366e-016	0.2809	1
C14orf178	Del	14	8.0366e-016	0.28315	1
TMEM229B	Del	14	8.0366e-016	0.28539	1
REM2	Del	14	3.0286e-015	0.26742	1
TMEM179	Del	14	8.0366e-016	0.27416	1
FLRT2	Del	14	8.0366e-016	0.2809	1
FNTB	Del	14	8.0366e-016	0.28539	1
FOS	Del	14	8.0366e-016	0.29213	1
FOXA1	Del	14	8.0366e-016	0.28315	1
FOXG1	Del	14	1.5548e-015	0.26966	1
FRMD6	Del	14	3.212e-014	0.26067	1
FUT8	Del	14	8.0366e-016	0.28315	1
GALC	Del	14	8.0366e-016	0.2764	1
GALNTL1	Del	14	8.0366e-016	0.28315	1
RALGAPA1	Del	14	8.0366e-016	0.27191	1
GCH1	Del	14	8.0366e-016	0.27191	1
GLRX5	Del	14	8.0366e-016	0.27865	1
GMFB	Del	14	5.9575e-015	0.26517	1
GMPR2	Del	14	8.0366e-016	0.27191	1
GNG2	Del	14	3.212e-014	0.26067	1
GNPNAT1	Del	14	3.212e-014	0.26067	1
GOLGA5	Del	14	8.0366e-016	0.27191	1
GPHB5	Del	14	8.0366e-016	0.28315	1
GPHN	Del	14	8.0366e-016	0.28315	1
GPR132	Del	14	1.5548e-015	0.26966	1
GPR65	Del	14	8.0366e-016	0.2764	1
GPR68	Del	14	1.5548e-015	0.26966	1
GPX2	Del	14	8.0366e-016	0.28539	1
GSC	Del	14	8.0366e-016	0.27416	1
GSTZ1	Del	14	8.0366e-016	0.28539	1
GTF2A1	Del	14	8.0366e-016	0.2764	1
GZMB	Del	14	5.9575e-015	0.26517	1
GZMH	Del	14	5.9575e-015	0.26517	1
ISCA2	Del	14	8.0366e-016	0.29663	1
HECTD1	Del	14	3.0286e-015	0.26742	1
HIF1A	Del	14	8.0366e-016	0.27865	1
HNRNPC	Del	14	8.0366e-016	0.27191	1
HSP90AA1	Del	14	1.5548e-015	0.26966	1
HSPA2	Del	14	8.0366e-016	0.2809	1
IFI27	Del	14	8.0366e-016	0.27416	1
IL25	Del	14	1.5548e-015	0.26966	1
INSM2	Del	14	1.5548e-015	0.26966	1
IPO4	Del	14	8.0366e-016	0.26966	1
IRF9	Del	14	8.0366e-016	0.27416	1
ITPK1	Del	14	8.0366e-016	0.27416	1
JAG2	Del	14	1.5548e-015	0.26966	1
JDP2	Del	14	8.0366e-016	0.29213	1
JPH4	Del	14	8.0366e-016	0.27191	1
JUB	Del	14	3.0286e-015	0.26742	1
KCNH5	Del	14	8.0366e-016	0.27865	1
KCNK10	Del	14	3.0286e-015	0.26517	1
KCNK13	Del	14	3.0286e-015	0.26742	1
KIAA0247	Del	14	8.0366e-016	0.29213	1
KIAA0284	Del	14	3.0286e-015	0.26742	1
KIAA0317	Del	14	8.0366e-016	0.29663	1
KHNYN	Del	14	1.5548e-015	0.26966	1
TECPR2	Del	14	3.0286e-015	0.26742	1
KIAA0391	Del	14	5.9575e-015	0.26517	1
FAM179B	Del	14	3.212e-014	0.25843	1
KIAA0586	Del	14	3.0286e-015	0.26517	1
ATG14	Del	14	1.5548e-015	0.26966	1
G2E3	Del	14	1.5548e-015	0.26966	1
TXNDC16	Del	14	3.212e-014	0.26067	1
KIAA1409	Del	14	8.0366e-016	0.26966	1
HOMEZ	Del	14	1.5548e-015	0.26966	1
BEGAIN	Del	14	8.0366e-016	0.27865	1
PPP4R4	Del	14	8.0366e-016	0.27416	1
KIAA1737	Del	14	8.0366e-016	0.28539	1
HHIPL1	Del	14	8.0366e-016	0.2809	1
SMEK1	Del	14	1.5548e-015	0.26966	1
KLHDC1	Del	14	2.6047e-012	0.25169	1
KLHDC2	Del	14	2.6047e-012	0.25169	1
KLC1	Del	14	8.0366e-016	0.27191	1
KTN1	Del	14	8.0366e-016	0.27191	1
L2HGDH	Del	14	7.8299e-014	0.25843	1
LGALS3	Del	14	3.0286e-015	0.26742	1
LGMN	Del	14	8.0366e-016	0.27191	1
LRFN5	Del	14	8.0366e-016	0.27416	1
LRP10	Del	14	1.5548e-015	0.26966	1
LTB4R	Del	14	1.5548e-015	0.26966	1
LTBP2	Del	14	8.0366e-016	0.29438	1
MDGA2	Del	14	2.6047e-012	0.24944	1
MAP3K9	Del	14	8.0366e-016	0.29213	1
MAP4K5	Del	14	1.9058e-013	0.25618	1
MARK3	Del	14	3.0286e-015	0.26742	1
MAX	Del	14	8.0366e-016	0.28539	1
MBIP	Del	14	8.0366e-016	0.27865	1
MED6	Del	14	8.0366e-016	0.29213	1
METTL3	Del	14	1.5548e-015	0.26966	1
MGAT2	Del	14	2.6047e-012	0.25169	1
C14orf179	Del	14	8.0366e-016	0.28764	1
HEATR4	Del	14	8.0366e-016	0.2764	1
MIA2	Del	14	8.0366e-016	0.28315	1
MIPOL1	Del	14	8.0366e-016	0.2809	1
MLH3	Del	14	8.0366e-016	0.29663	1
MMP14	Del	14	1.5548e-015	0.26966	1
MNAT1	Del	14	8.0366e-016	0.28315	1
MOAP1	Del	14	8.0366e-016	0.27416	1
MPP5	Del	14	8.0366e-016	0.28539	1
MRPL52	Del	14	1.5548e-015	0.26966	1
MTA1	Del	14	1.5548e-015	0.26966	1
TC2N	Del	14	8.0366e-016	0.27191	1
MTHFD1	Del	14	8.0366e-016	0.2809	1
MYH6	Del	14	1.5548e-015	0.26966	1
MYH7	Del	14	1.5548e-015	0.26966	1
NAA30	Del	14	8.0366e-016	0.27191	1
NDRG2	Del	14	1.5548e-015	0.26966	1
NDUFB1	Del	14	1.5548e-015	0.26966	1
NEDD8	Del	14	8.0366e-016	0.27191	1
NEK9	Del	14	8.0366e-016	0.29438	1
NFATC4	Del	14	1.5548e-015	0.26966	1
NFKBIA	Del	14	8.0366e-016	0.27191	1
NGB	Del	14	8.0366e-016	0.28539	1
NIN	Del	14	7.8299e-014	0.25843	1
NKX2-8	Del	14	8.0366e-016	0.27865	1
NOVA1	Del	14	1.5548e-015	0.26966	1
PNP	Del	14	8.0366e-016	0.27191	1
NPAS3	Del	14	8.0366e-016	0.27416	1
NPC2	Del	14	8.0366e-016	0.29663	1
NRL	Del	14	1.5548e-015	0.26966	1
NRXN3	Del	14	8.0366e-016	0.2809	1
NUBPL	Del	14	1.5548e-015	0.26742	1
NUDT14	Del	14	8.0366e-016	0.27191	1
NUMB	Del	14	8.0366e-016	0.29663	1
OR11H4	Del	14	3.0286e-015	0.26742	1
OR4K1	Del	14	8.0366e-016	0.60674	1
OR4K13	Del	14	1.5548e-015	0.26966	1
OR4K17	Del	14	1.5548e-015	0.26966	1
OR4K2	Del	14	8.0366e-016	0.61124	1
OR4K5	Del	14	8.0366e-016	0.61124	1
OR4L1	Del	14	8.0366e-016	0.27191	1
OR4N5	Del	14	1.5548e-015	0.26966	1
OR6S1	Del	14	8.0366e-016	0.27416	1
OSGEP	Del	14	8.0366e-016	0.27191	1
OTUB2	Del	14	8.0366e-016	0.27416	1
OTX2	Del	14	8.0366e-016	0.27416	1
OXA1L	Del	14	5.9575e-015	0.26517	1
PABPN1	Del	14	1.5548e-015	0.26966	1
PACS2	Del	14	1.5548e-015	0.26966	1
PAPLN	Del	14	8.0366e-016	0.29663	1
PAPOLA	Del	14	8.0366e-016	0.2764	1
PARP2	Del	14	8.0366e-016	0.27191	1
PAX9	Del	14	8.0366e-016	0.28315	1
PCNX	Del	14	8.0366e-016	0.29213	1
PELI2	Del	14	8.0366e-016	0.27416	1
PGF	Del	14	8.0366e-016	0.29663	1
PIGH	Del	14	8.0366e-016	0.28539	1
PLD4	Del	14	3.0286e-015	0.26742	1
PLEK2	Del	14	8.0366e-016	0.28539	1
FERMT2	Del	14	3.212e-014	0.26067	1
PLEKHG3	Del	14	8.0366e-016	0.28315	1
PLEKHH1	Del	14	8.0366e-016	0.28539	1
PNMA1	Del	14	8.0366e-016	0.29888	1
PNN	Del	14	8.0366e-016	0.28764	1
POLE2	Del	14	2.6047e-012	0.25169	1
POMT2	Del	14	8.0366e-016	0.28539	1
POTEG	Del	14	8.0366e-016	0.47191	1
LRR1	Del	14	2.6047e-012	0.25169	1
PPM1A	Del	14	8.0366e-016	0.27865	1
PPP1R13B	Del	14	8.0366e-016	0.27191	1
PPP2R5C	Del	14	1.5548e-015	0.26966	1
PPP2R5E	Del	14	8.0366e-016	0.2809	1
PRIMA1	Del	14	8.0366e-016	0.27191	1
PRKCH	Del	14	8.0366e-016	0.27865	1
PRKD1	Del	14	8.0366e-016	0.27416	1
PRMT5	Del	14	1.5548e-015	0.26966	1
PRPF39	Del	14	3.212e-014	0.26067	1
PSEN1	Del	14	8.0366e-016	0.29663	1
PSMA3	Del	14	5.9575e-015	0.26292	1
PSMA6	Del	14	1.1792e-015	0.26966	1
PSMB5	Del	14	3.0286e-015	0.26742	1
PSMC1	Del	14	3.0286e-015	0.26742	1
PSMC6	Del	14	3.212e-014	0.26067	1
PSME1	Del	14	8.0366e-016	0.27416	1
PSME2	Del	14	8.0366e-016	0.27416	1
PTGDR	Del	14	3.212e-014	0.26067	1
PTGER2	Del	14	3.212e-014	0.26067	1
PTPN21	Del	14	1.5548e-015	0.26966	1
PYGL	Del	14	7.8299e-014	0.25843	1
RAB15	Del	14	8.0366e-016	0.28539	1
RAB2B	Del	14	1.1792e-015	0.26966	1
RABGGTA	Del	14	8.0366e-016	0.27191	1
RAD51L1	Del	14	8.0366e-016	0.28539	1
